item_lot_id	lot_name	slot	item_category	item_id	item_param_name	normalized_runtime_id	raw_runtime_descriptor	quantity	base_points	slot_acquisition_flag	generic_acquisition_flag	all_acquisition_flags
2000090	チャネルプロト宝箱09	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000090	52000090
2000100	チャネルプロト宝箱10	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000100	52000100
2000110	チャネルプロト宝箱11	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000110	52000110
2000120	チャネルプロト宝箱12	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000120	52000120
2000130	チャネルプロト宝箱13	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000130	52000130
2000140	チャネルプロト宝箱14	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000140	52000140
2000150	チャネルプロト宝箱15	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000150	52000150
2000160	チャネルプロト宝箱16	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000160	52000160
2000170	チャネルプロト宝箱17	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000170	52000170
2000180	チャネルプロト宝箱18	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000180	52000180
2000190	チャネルプロト宝箱19	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000190	52000190
2000200	チャネルプロト宝箱20	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000200	52000200
2000210	チャネルプロト宝箱21	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52000210	52000210
2000500	チャネルプロト宝死体00	01	4	270				1	100	0	52000500	52000500
2000510	チャネルプロト宝死体01	01	4	270				1	100	0	52000510	52000510
2000520	チャネルプロト宝死体02	01	4	270				1	100	0	52000520	52000520
2000530	チャネルプロト宝死体03	01	4	270				1	100	0	52000530	52000530
2000540	チャネルプロト宝死体04	01	4	270				1	100	0	52000540	52000540
2000550	チャネルプロト宝死体05	01	4	270				1	100	0	52000550	52000550
2000560	チャネルプロト宝死体06	01	4	270				1	100	0	52000560	52000560
2000570	チャネルプロト宝死体07	01	4	270				1	100	0	52000570	52000570
2000580	チャネルプロト宝死体08	01	4	270				1	100	0	52000580	52000580
2000590	チャネルプロト宝死体09	01	4	270				1	100	0	52000590	52000590
2000600	チャネルプロト宝死体10	01	4	270				1	100	0	52000600	52000600
2000610	チャネルプロト宝死体11	01	4	270				1	100	0	52000610	52000610
2000620	チャネルプロト宝死体12	01	4	270				1	100	0	52000620	52000620
2000630	チャネルプロト宝死体13	01	4	270				1	100	0	52000630	52000630
2000640	チャネルプロト宝死体14	01	4	270				1	100	0	52000640	52000640
2000650	チャネルプロト宝死体15	01	4	270				1	100	0	52000650	52000650
2000660	チャネルプロト宝死体16	01	4	270				1	100	0	52000660	52000660
2000670	チャネルプロト宝死体17	01	4	270				1	100	0	52000670	52000670
2000680	チャネルプロト宝死体18	01	4	270				1	100	0	52000680	52000680
2000690	チャネルプロト宝死体19	01	4	270				1	100	0	52000690	52000690
2000700	チャネルプロト宝死体20	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52000700	52000700
2000710	チャネルプロト宝死体21	01	4	270				1	100	0	52000710	52000710
2000720	チャネルプロト宝死体22	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52000720	52000720
2000730	チャネルプロト宝死体23	01	4	270				1	100	0	52000730	52000730
2000740	チャネルプロト宝死体24	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52000740	52000740
2000750	チャネルプロト宝死体25	01	4	270				1	100	0	52000750	52000750
2000760	チャネルプロト宝死体26	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52000760	52000760
2000770	チャネルプロト宝死体27	01	4	270				1	100	0	52000770	52000770
2000780	チャネルプロト宝死体28	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52000780	52000780
2000790	チャネルプロト宝死体29	01	4	270				1	100	0	52000790	52000790
2000800	チャネルプロト宝死体30	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52000800	52000800
2009500	チャネルプロト宝死体00	01	4	270				1	100	0	52009500	52009500
2009510	チャネルプロト宝死体01	01	4	270				1	100	0	52009510	52009510
2009520	チャネルプロト宝死体02	01	4	270				1	100	0	52009520	52009520
2009530	チャネルプロト宝死体03	01	4	270				1	100	0	52009530	52009530
2009540	チャネルプロト宝死体04	01	4	270				1	100	0	52009540	52009540
2009550	チャネルプロト宝死体05	01	4	270				1	100	0	52009550	52009550
2009560	チャネルプロト宝死体06	01	4	270				1	100	0	52009560	52009560
2009570	チャネルプロト宝死体07	01	4	270				1	100	0	52009570	52009570
2009580	チャネルプロト宝死体08	01	4	270				1	100	0	52009580	52009580
2009590	チャネルプロト宝死体09	01	4	270				1	100	0	52009590	52009590
2009600	チャネルプロト宝死体10	01	4	270				1	100	0	52009600	52009600
2009610	チャネルプロト宝死体11	01	4	270				1	100	0	52009610	52009610
2009620	チャネルプロト宝死体12	01	4	270				1	100	0	52009620	52009620
2009630	チャネルプロト宝死体13	01	4	270				1	100	0	52009630	52009630
2009640	チャネルプロト宝死体14	01	4	270				1	100	0	52009640	52009640
2009650	チャネルプロト宝死体15	01	4	270				1	100	0	52009650	52009650
2009660	チャネルプロト宝死体16	01	4	270				1	100	0	52009660	52009660
2009670	トレジャーアイテム00	01	4	270				1	100	0	52009670	52009670
2009680	トレジャーアイテム01	01	4	270				1	100	0	52009680	52009680
2009690	トレジャーアイテム02	01	4	270				1	100	0	52009690	52009690
2009700	トレジャーアイテム03	01	4	270				1	100	0	52009700	52009700
2009710	トレジャーアイテム04	01	4	270				1	100	0	52009710	52009710
2009720	トレジャーアイテム05	01	4	270				1	100	0	52009720	52009720
2009730	トレジャーアイテム06	01	4	270				1	100	0	52009730	52009730
2010000	宝箱00	01	4	2000	触手召喚	0x400007D0	0xB00007D0	1	100	0	52010000	52010000
2010100	宝死体00	01	4	2002				1	100	0	52010100	52010100
2010110	宝死体01	01	4	3010	武器強化素材【アンコモン】	0x40000BC2	0xB0000BC2	1	100	0	52010110	52010110
2010120	宝死体02	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	3	100	0	52010120	52010120
2010130	宝死体03	01	4	2000	触手召喚	0x400007D0	0xB00007D0	1	100	0	52010130	52010130
2010140	宝死体04	01	4	2002				1	100	0	52010140	52010140
2010150	宝死体05	01	4	800	前をさす	0x40000320	0xB0000320	1	100	0	52010150	52010150
2010160	宝死体06	01	4	2	アイテム切替テストb	0x40000002	0xB0000002	2	100	0	52010160	52010160
2010170	宝死体07	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	4	100	0	52010170	52010170
2010180	宝死体08	01	4	3020	武器強化素材【レア】	0x40000BCC	0xB0000BCC	1	100	0	52010180	52010180
2010190	宝死体09	01	4	2	アイテム切替テストb	0x40000002	0xB0000002	3	100	0	52010190	52010190
2010200	宝死体10	01	4	2000	触手召喚	0x400007D0	0xB00007D0	1	100	0	52010200	52010200
2010210	宝死体11	01	4	2002				1	100	0	52010210	52010210
2100000	アイテム使用チュートリアル	01	4	1230	石ころ	0x400004CE	0xB00004CE	1	100	0	52100000	52100000
2100500	ゲールマン撃破報酬	01	4	4113	ショップ解禁　工房ショップC	0x40001011	0xB0001011	1	100	0	52100500	52100500
2100900	DLC1	01	4	4900	メッセンジャー装備（帽子A）	0x40001324	0xB0001324	1	100	0	-1	
2100910	DLC2	01	4	4901	メッセンジャー装備（帽子B）	0x40001325	0xB0001325	1	100	0	-1	
2100920	DLC3	01	4	4902	メッセンジャー装備（包帯）	0x40001326	0xB0001326	1	100	0	-1	
2110000	宝死体00	01	4	2060	加速	0x4000080C	0xB000080C	1	100	0	52110000	52110000
2110010	宝死体01	01	1	200000				1	100	0	52110010	52110010
2110011	宝死体01	01	1	201000				1	100	0	52110010	52110010
2110012	宝死体01	01	1	203000				1	100	0	52110010	52110010
2110015	宝死体02	01	4	4113	ショップ解禁　工房ショップC	0x40001011	0xB0001011	1	100	0	52110030	52110030
2110020	宝箱00	01	1	220000				1	100	0	52110020	52110020
2110021	宝箱00	01	1	221000				1	100	0	52110020	52110020
2110022	宝箱00	01	1	222000				1	100	0	52110020	52110020
2110023	宝箱00	01	1	223000				1	100	0	52110020	52110020
2110800	棚	01	4	4300	人形にゆかりのあるもの	0x400010CC	0xB00010CC	1	100	0	52110800	52110800
2110810	祭壇	01	4	4320	3本目のへその緒A	0x400010E0	0xB00010E0	1	100	0	52110810	52110810
2200100	宝死体00	01	4	1230	石ころ	0x400004CE	0xB00004CE	4	100	0	52200100	52200100
2200110	宝死体01	01	4	3010	武器強化素材【アンコモン】	0x40000BC2	0xB0000BC2	1	100	0	52200110	52200110
2200120	宝死体02	01	4	3010	武器強化素材【アンコモン】	0x40000BC2	0xB0000BC2	2	100	0	52200120	52200120
2200130	宝死体03	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52200130	52200130
2200140	宝死体04	01	4	3010	武器強化素材【アンコモン】	0x40000BC2	0xB0000BC2	2	100	0	52200140	52200140
2200150	宝死体05	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52200150	52200150
2200160	宝死体06	01	4	1330	銃威力アップ	0x40000532	0xB0000532	8	100	0	52200160	52200160
2200170	宝死体07	01	4	1330	銃威力アップ	0x40000532	0xB0000532	8	100	0	52200170	52200170
2200180	宝死体08	01	4	7150	儀式素材【アンコモンF】レベル1	0x40001BEE	0xB0001BEE	1	100	0	52200180	52200180
2200190	宝死体09	01	8	122000				1	100	0	52200190	52200190
2200200	宝死体10_1	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52200200	52200200
2200210	宝死体11	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52200210	52200210
2200220	宝死体12	01	4	3010	武器強化素材【アンコモン】	0x40000BC2	0xB0000BC2	2	100	0	52200220	52200220
2200230	宝死体13	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	4	100	0	52200230	52200230
2200240	宝死体14	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52200240	52200240
2200250	宝死体15	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	4	100	0	52200250	52200250
2200260	宝死体16	01	4	1240	投げナイフ	0x400004D8	0xB00004D8	3	100	0	52200260	52200260
2200270	宝死体17	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52200270	52200270
2200280	宝箱00	01	8	122001				1	100	0	52200280	52200280
2200290	宝死体19	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52200290	52200290
2200300	宝死体20	01	4	1230	石ころ	0x400004CE	0xB00004CE	4	100	0	52200300	52200300
2200310	宝死体21	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	4	100	0	52200310	52200310
2200320	宝死体22	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52200320	52200320
2200330	宝死体23	01	4	1330	銃威力アップ	0x40000532	0xB0000532	9	100	0	52200330	52200330
2200340	宝死体24	01	4	1513	ソウル【3】	0x400005E9	0xB00005E9	1	100	0	52200340	52200340
2200350	宝死体25	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	2	100	0	52200350	52200350
2200360	宝死体26	01	4	4104	ボディジェム着脱アイテム	0x40001008	0xB0001008	1	100	0	52200360	52200360
2200365	宝死体26(前の周で取得済みの場合）	01	4	1591	ソウル【11】	0x40000637	0xB0000637	1	100	0	52200365	52200365
2200370	宝死体27	01	4	7150	儀式素材【アンコモンF】レベル1	0x40001BEE	0xB0001BEE	1	100	0	52200370	52200370
2200380	宝死体28	01	8	101701				1	100	0	52200380	52200380
2200385	宝死体28（差し替え用）	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52200385	52200385
2200390	宝死体29	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52200390	52200390
2200400	宝死体30	01	4	1200	火炎壺	0x400004B0	0xB00004B0	5	100	0	52200400	52200400
2200500	宝箱00	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	1	100	0	52200500	52200500
2300000	宝死体00	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	1	100	0	52300000	52300000
2300010	宝死体01	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	2	100	0	52300010	52300010
2300020	宝死体02	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	1	100	0	52300020	52300020
2300030	宝死体03	01	4	1300	エンチャント【炎】	0x40000514	0xB0000514	2	100	0	52300030	52300030
2300040	宝死体04	01	8	123000				1	100	0	52300040	52300040
2300050	宝死体05	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52300050	52300050
2300060	宝死体06	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	2	100	0	52300060	52300060
2300070	宝死体07	01	4	4907	メッセンジャー装備（使者の血塗れ包帯）	0x4000132B	0xB000132B	1	100	0	52300070	52300070
2300080	宝死体08	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52300080	52300080
2300090	宝死体09	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52300090	52300090
2300100	宝死体10	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52300100	52300100
2300110	宝死体11	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	1	100	0	52300110	52300110
2300120	宝死体12	01	4	1110	獣化薬	0x40000456	0xB0000456	6	100	0	52300120	52300120
2300130	宝死体13	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52300130	52300130
2300140	宝死体14	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	2	100	0	52300140	52300140
2300150	宝死体15	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	2	100	0	52300150	52300150
2300160	宝死体16	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52300160	52300160
2300170	祭壇	01	4	7000	儀式素材【コモンA】レベル1	0x40001B58	0xB0001B58	2	100	0	52300170	52300170
2300180	宝死体18	01	4	1260	獣誘い	0x400004EC	0xB00004EC	3	100	0	52300180	52300180
2300190	宝死体19	01	4	1300	エンチャント【炎】	0x40000514	0xB0000514	2	100	0	52300190	52300190
2300200	宝死体20	01	0	20000000				1	100	0	52300200	52300200
2300210	宝死体21	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	1	100	0	52300210	52300210
2300220	宝死体22	01	4	1200	火炎壺	0x400004B0	0xB00004B0	4	100	0	52300220	52300220
2300230	宝死体23	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	2	100	0	52300230	52300230
2300240	宝死体24	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	6	100	0	52300240	52300240
2300250	宝死体25	01	4	1230	石ころ	0x400004CE	0xB00004CE	3	100	0	52300250	52300250
2300260	宝死体26	01	4	1200	火炎壺	0x400004B0	0xB00004B0	3	100	0	52300260	52300260
2300270	宝死体27	01	4	6000				1	100	0	52300270	52300270
2300280	宝死体28	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	4	100	0	52300280	52300280
2300290	宝死体29	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52300290	52300290
2300300	宝箱01	01	8	123001				1	100	0	52300300	52300300
2300310	宝死体31	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	3	100	0	52300310	52300310
2300320	宝死体32	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	3	100	0	52300320	52300320
2300330	宝死体33	01	4	900	弾丸【PG直接指定】	0x40000384	0xB0000384	10	100	0	52300330	52300330
2300340	宝死体34	01	4	1512	ソウル【2】	0x400005E8	0xB00005E8	1	100	0	52300340	52300340
2300350	宝死体35	01	4	3000	武器強化素材【コモン】	0x40000BB8	0xB0000BB8	1	100	0	52300350	52300350
2300360	宝死体36	01	4	1500	SAN値回復＋1	0x400005DC	0xB00005DC	1	100	0	52300360	52300360
2300370	宝死体37	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52300370	52300370
2300380	宝死体38	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	6	100	0	52300380	52300380
2300390	宝死体39	01	0	10000000				1	100	0	52300390	52300390
2300400	宝死体40-1	01	1	11000				1	100	0	52300400	52300400
2300401	宝死体40-2	01	1	12000				1	100	0	52300400	52300400
2300402	宝死体40-3	01	1	13000				1	100	0	52300400	52300400
2300410	宝死体41	01	4	1200	火炎壺	0x400004B0	0xB00004B0	5	100	0	52300410	52300410
2300420	宝死体42	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	2	100	0	52300420	52300420
2300430	宝死体43	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	3	100	0	52300430	52300430
2300440	宝死体44	01	4	1260	獣誘い	0x400004EC	0xB00004EC	2	100	0	52300440	52300440
2300450	宝死体45	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	1	100	0	52300450	52300450
2300460	宝死体46	01	4	1400	帰還	0x40000578	0xB0000578	2	100	0	52300460	52300460
2300470	宝死体47	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52300470	52300470
2300480	宝死体48	01	4	1000	HP回復【PG直接指定】	0x400003E8	0xB00003E8	6	100	0	52300480	52300480
2300490	宝死体49	01	4	1100	毒・出血回復薬	0x4000044C	0xB000044C	3	100	0	52300490	52300490
2300500	宝死体50	01	4	1511	ソウル【1】	0x400005E7	0xB00005E7	1	100	0	52300500	52300500
